PrdAcctId,Years since opening the account,churn?,ActTotBalFcy,CityCd,PinCode,Age,years for cust,CusType,MaritalStatus,ProfCd,SexCode,MemberType,KYCYN
SB,14.0,0,363.0,MUM,0,40.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,2377.28,MUM,0,44.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,2502.56,MUM,400703,,,,,,,,
SB,14.0,1,0.0,MUM,0,45.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,158248.93,MUM,400709,56.0,14.0,1.0,1.0,0.0,M ,0.0,Y
SB,14.0,0,2654.19,NBO,400709,38.0,14.0,1.0,2.0,0.0,F ,0.0,Y
SB,14.0,0,0.0,MUM,0,57.0,14.0,1.0,2.0,0.0,M ,2.0, 
CA,14.0,0,0.0,MUM,400709,,,,,,,,
SB,14.0,0,654.76,MUM,0,45.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,906.68,MUM,0,32.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,0.0,MUM,0,49.0,14.0,1.0,2.0,0.0,F ,1.0, 
SB,14.0,0,0.0,MUM,0,58.0,14.0,1.0,2.0,0.0,M ,1.0, 
CA,14.0,1,0.0,MUM,0,,,,,,,,
CA,14.0,0,0.0,MUM,400701,,,,,,,,
SB,14.0,0,1519.96,NBO,400709,48.0,14.0,1.0,2.0,2.0,F ,0.0,Y
SB,14.0,0,5625.72,MUM,400709,48.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,0.0,MUM,400709,79.0,14.0,1.0,2.0,0.0,M ,1.0, 
OD,14.0,0,0.0,MUM,400709,79.0,14.0,1.0,2.0,0.0,M ,1.0, 
SB,14.0,0,0.1,MUM,0,52.0,14.0,1.0,2.0,0.0,M ,0.0, 
SB,14.0,0,135254.88,MUM,400071,32.0,14.0,1.0,1.0,0.0,M ,0.0,Y
SB,14.0,0,0.0,MUM,0,40.0,14.0,1.0,2.0,0.0,F ,1.0,Y
SB,14.0,0,0.0,MUM,0,48.0,14.0,1.0,2.0,0.0,F ,1.0, 
SB,14.0,0,1285.09,MUM,400709,66.0,14.0,1.0,2.0,0.0,M ,1.0,Y
CA,14.0,0,0.0,MUM,400002,,,,,,,,
SB,14.0,0,0.0,MUM,0,59.0,14.0,1.0,2.0,0.0,M ,1.0, 
CA,14.0,0,0.0,MUM,0,,,,,,,,
CA,14.0,0,0.0,MUM,0,,,,,,,,
SB,14.0,0,0.0,MUM,0,44.0,14.0,1.0,2.0,0.0,F ,0.0,Y
SB,14.0,0,0.88,MUM,400709,60.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,0.0,MUM,400709,79.0,14.0,1.0,2.0,0.0,F ,0.0, 
SB,14.0,0,0.0,MUM,0,54.0,14.0,1.0,2.0,0.0,M ,1.0, 
SB,14.0,0,718.5,MUM,400709,120.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,0.58,MUM,400709,120.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,0.0,MUM,400709,120.0,14.0,1.0,2.0,0.0,M ,1.0,Y
SB,14.0,0,0.01,MUM,0,45.0,14.0,1.0,2.0,0.0,M ,2.0, 
SB,14.0,1,0.0,MUM,400709,40.0,14.0,1.0,2.0,0.0,M ,1.0, 
CA,14.0,0,6162.67,MUM,400709,,,,,,,,
SB,14.0,0,1632.76,MUM,400706,44.0,14.0,1.0,2.0,0.0,M ,0.0, 
SB,14.0,0,2240.99,MUM,400709,44.0,14.0,1.0,2.0,0.0,M ,2.0,Y
CA,14.0,0,0.0,MUM,0,,,,,,,,
CA,14.0,0,12574.84,MUM,400709,,,,,,,,
SB,14.0,1,0.0,MUM,400709,50.0,14.0,1.0,2.0,0.0,M ,2.0,Y
SB,14.0,1,0.0,MUM,0,51.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,1863.0,MUM,0,51.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,1796.99,MUM,400709,40.0,14.0,1.0,2.0,0.0,M ,0.0,Y
CA,14.0,0,0.0,MUM,400701,,,,,,,,
SB,14.0,0,1881.75,NMM,400701,72.0,14.0,10.0,2.0,2.0,F ,0.0,Y
SB,14.0,1,0.0,MUM,400709,120.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,756.4,NBO,400709,32.0,14.0,1.0,1.0,0.0,F ,1.0,Y
OD,6.0,0,0.0,THN,400603,47.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,367.0,MUM,400709,120.0,14.0,1.0,2.0,0.0,F ,0.0,Y
SB,14.0,0,0.0,MUM,400709,120.0,14.0,1.0,2.0,0.0,F ,0.0, 
SB,14.0,1,0.0,MUM,0,60.0,14.0,1.0,2.0,0.0,M ,2.0,Y
SB,14.0,1,0.0,MUM,0,50.0,14.0,1.0,2.0,0.0,M ,2.0,Y
SB,14.0,1,0.0,MUM,0,55.0,14.0,1.0,2.0,0.0,M ,2.0,Y
SB,14.0,0,0.24,MUM,400709,54.0,14.0,1.0,2.0,0.0,M ,1.0,Y
SB,14.0,1,0.0,MUM,0,37.0,14.0,1.0,2.0,0.0,F ,0.0,Y
SB,14.0,0,390.0,MUM,0,120.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,0.0,NMM,400709,39.0,14.0,1.0,2.0,0.0,F ,0.0,Y
SB,14.0,0,1715.0,MUM,0,33.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,2323.96,MUM,400709,54.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,5780.51,MUM,400079,48.0,14.0,1.0,2.0,18.0,M ,0.0,Y
SB,14.0,1,0.0,MUM,0,120.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,1,0.0,MUM,0,120.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,1,0.0,MUM,0,120.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,18782.52,MUM,400000,74.0,14.0,10.0,2.0,0.0,M ,1.0,Y
SB,14.0,0,1624.68,MUM,400709,44.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,79282.98,MUM,400709,56.0,14.0,1.0,2.0,0.0,M ,1.0,Y
SB,14.0,1,0.0,MUM,0,120.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,798.0,MUM,400709,120.0,14.0,1.0,2.0,0.0,M ,1.0,Y
SB,14.0,1,0.0,MUM,400709,120.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,2261.0,NBO,410221,47.0,14.0,1.0,2.0,0.0,M ,1.0,Y
SB,14.0,1,0.0,MUM,0,120.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,1,0.0,MUM,400703,120.0,14.0,1.0,1.0,0.0,F ,0.0,Y
SB,14.0,1,0.0,MUM,0,120.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,0.0,MUM,0,50.0,14.0,1.0,2.0,9.0,M ,1.0,Y
SB,14.0,0,766.97,NMM,400709,39.0,14.0,1.0,2.0,0.0,F ,0.0,Y
SB,14.0,0,12290.82,MUM,400709,31.0,14.0,1.0,2.0,0.0,F ,0.0,Y
SB,14.0,0,0.0,MUM,400705,120.0,14.0,1.0,2.0,0.0,F ,0.0,Y
SB,14.0,0,0.0,MUM,400709,42.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,0.0,MUM,400709,120.0,14.0,1.0,2.0,0.0,F ,0.0, 
SB,14.0,0,0.47,MUM,400709,33.0,14.0,1.0,1.0,0.0,F ,0.0,Y
SB,14.0,0,1238.0,NBO,400701,50.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,1934.16,MUM,400002,48.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,459.93,MUM,400709,39.0,14.0,1.0,2.0,0.0,M ,0.0,Y
CA,14.0,0,0.0,MUM,400710,,,,,,,,
SB,14.0,0,19047.21,MUM,400703,120.0,120.0,1.0,2.0,0.0,M ,1.0,Y
SB,14.0,0,951.78,MUM,400709,40.0,14.0,1.0,2.0,0.0,F ,0.0,Y
SB,14.0,0,0.0,MUM,400709,120.0,14.0,1.0,2.0,0.0,M ,1.0, 
SB,14.0,0,10181.72,MUM,400709,48.0,14.0,1.0,2.0,0.0,M ,1.0,Y
SB,14.0,0,1571.62,MUM,400709,57.0,14.0,1.0,2.0,0.0,M ,1.0,Y
SB,14.0,0,301385.08,NMM,400709,35.0,14.0,1.0,2.0,0.0,M ,0.0,Y
SB,14.0,0,1901.64,MUM,0,32.0,14.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,400614,120.0,13.0,1.0,2.0,0.0,F ,0.0, 
SB,13.0,0,407.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,635.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,37.0,13.0,1.0,1.0,0.0,F ,0.0,Y
SB,13.0,1,0.0,MUM,400709,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,400709,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,3428.77,MUM,400002,120.0,13.0,1.0,2.0,0.0,M ,1.0,Y
SB,13.0,0,0.0,MUM,400709,120.0,13.0,1.0,1.0,0.0,M ,0.0, 
SB,13.0,0,0.0,MUM,400709,120.0,13.0,1.0,2.0,0.0,M ,0.0, 
SB,13.0,0,1181.0,MUM,400709,57.0,13.0,1.0,2.0,0.0,F ,0.0,Y
SB,13.0,0,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0, 
SB,13.0,0,497.61,MUM,400709,120.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,2338.0,MUM,400709,48.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,2254.68,MUM,400709,57.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,84932.9,MUM,400709,52.0,13.0,1.0,2.0,0.0,F ,1.0,Y
SB,13.0,0,93240.02,MUM,400709,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,400009,54.0,13.0,1.0,2.0,0.0,M ,2.0, 
SB,13.0,0,1499.98,MUM,400709,71.0,13.0,1.0,2.0,0.0,M ,1.0,Y
SB,13.0,0,1532.43,NMM,410218,38.0,13.0,1.0,1.0,0.0,M ,1.0,Y
SB,13.0,1,0.0,MUM,400709,71.0,13.0,1.0,2.0,0.0,M ,0.0, 
SB,13.0,0,59566.05,NBO,400703,76.0,13.0,1.0,2.0,2.0,F ,0.0,Y
SB,13.0,0,0.0,MUM,0,75.0,13.0,1.0,2.0,0.0,M ,2.0, 
CA,13.0,0,3601.84,MUM,0,70.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,421201,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
CA,13.0,0,0.0,MUM,400709,,,,,,,,
CC,2.0,0,-13362195.59,MUM,400709,,,,,,,,
OD,10.0,0,0.0,MUM,400709,,,,,,,,
SB,13.0,0,0.54,MUM,400614,44.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,345.36,MUM,0,34.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,0,33.0,13.0,1.0,1.0,0.0,M ,1.0, 
SB,13.0,0,1734.34,MUM,0,68.0,13.0,1.0,2.0,0.0,M ,0.0, 
CA,13.0,0,2410.56,MUM,400709,,,,,,,,
SB,13.0,1,0.0,MUM,0,34.0,13.0,1.0,1.0,0.0,F ,0.0,Y
SB,13.0,0,1368.25,MUM,400709,36.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,400604,42.0,13.0,1.0,2.0,0.0,M ,0.0, 
SB,13.0,1,0.0,MUM,400088,42.0,13.0,1.0,1.0,0.0,F ,0.0,Y
SB,13.0,0,0.0,MUM,400070,31.0,13.0,1.0,2.0,0.0,F ,0.0, 
SB,13.0,0,1095.02,MUM,400709,46.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,46.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,400070,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,0,51.0,13.0,1.0,2.0,0.0,M ,2.0, 
SB,13.0,0,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0, 
SB,13.0,0,79397.8,MUM,400701,44.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,863.82,MUM,0,120.0,13.0,1.0,2.0,0.0,F ,0.0,Y
SB,13.0,0,0.0,MUM,410206,35.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,0,120.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,765.1,MUM,0,80.0,13.0,1.0,1.0,0.0,M ,1.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,1.0, 
SB,13.0,0,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,1.0,Y
SB,13.0,0,5887.56,MUM,0,52.0,13.0,1.0,2.0,0.0,M ,0.0, 
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,515.47,MUM,400028,60.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,219415.31,MUM,400709,60.0,13.0,1.0,2.0,0.0,F ,1.0,Y
SB,13.0,0,2603.64,MUM,400701,42.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,0,44.0,13.0,1.0,2.0,0.0,M ,0.0, 
SB,13.0,0,0.0,MUM,0,46.0,13.0,1.0,2.0,0.0,M ,1.0, 
SB,13.0,0,2943.94,NMM,400709,62.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,0,52.0,13.0,1.0,2.0,0.0,M ,0.0, 
SB,13.0,0,1400.0,MUM,0,47.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,54.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,2494.4,NBO,400708,72.0,13.0,1.0,1.0,0.0,M ,1.0,Y
SB,13.0,0,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,1.0,Y
SB,13.0,0,0.0,MUM,400074,71.0,13.0,1.0,2.0,0.0,M ,1.0, 
SB,13.0,0,871.74,MUM,400709,43.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,1607.49,MUM,400709,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,1060.47,MUM,400706,67.0,13.0,1.0,1.0,0.0,M ,1.0,Y
SB,13.0,1,0.0,MUM,0,39.0,13.0,1.0,2.0,0.0,F ,0.0,Y
SB,13.0,0,0.0,MUM,0,53.0,13.0,1.0,2.0,0.0,M ,1.0, 
SB,13.0,1,0.0,MUM,0,38.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,1821.46,MUM,400709,73.0,13.0,10.0,1.0,0.0,F ,0.0,Y
SB,13.0,0,26731.25,MUM,400709,37.0,13.0,1.0,1.0,0.0,F ,0.0,Y
SB,13.0,0,995.92,MUM,0,38.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,0,56.0,13.0,1.0,2.0,0.0,M ,0.0, 
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,1.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,17.4,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,1.0,MUM,0,43.0,13.0,1.0,2.0,0.0,M ,1.0,Y
SB,13.0,1,0.0,MUM,0,49.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,74.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,48.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,421202,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
CA,13.0,0,9549.62,MUM,400709,,,,,,,,
SB,13.0,0,349.45,MUM,0,59.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,1.0,Y
SB,13.0,1,0.0,MUM,0,44.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,1615.84,MUM,400709,45.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,36.0,13.0,1.0,1.0,0.0,M ,1.0, 
SB,13.0,0,740.28,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,1.0,Y
CA,13.0,0,32691.8,MUM,0,,,,,,,,
SB,13.0,1,0.0,MUM,0,47.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,6592.06,MUM,400709,40.0,13.0,1.0,1.0,0.0,M ,1.0,Y
SB,13.0,0,1174.0,MUM,400709,52.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,38222.04,MUM,400708,57.0,13.0,1.0,2.0,0.0,M ,1.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,830.0,MUM,0,44.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,400043,44.0,13.0,1.0,2.0,0.0,M ,1.0, 
SB,13.0,1,0.0,MUM,0,35.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,400709,31.0,13.0,1.0,1.0,0.0,F ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,57.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
CA,13.0,0,0.0,MUM,0,,,,,,,,
SB,13.0,0,1.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,365.0,MUM,400709,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,400709,46.0,13.0,1.0,2.0,0.0,M ,1.0, 
SB,13.0,0,39803.0,MUM,400709,18.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,4764.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,1.0,Y
SB,13.0,1,0.0,MUM,0,64.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,298.02,NMM,400701,58.0,13.0,1.0,2.0,1.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,400071,38.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,57.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,400709,39.0,13.0,1.0,2.0,0.0,F ,1.0, 
SB,13.0,0,4835.14,MUM,400709,40.0,13.0,1.0,2.0,0.0,M ,1.0,Y
SB,13.0,0,1279.3,MUM,400709,71.0,13.0,1.0,2.0,0.0,F ,0.0,Y
OD,12.0,0,0.0,MUM,400709,71.0,13.0,1.0,2.0,0.0,F ,0.0,Y
SB,13.0,0,1373.0,MUM,400709,,,,,,,,
CA,13.0,0,0.0,MUM,400701,,,,,,,,
SB,13.0,0,96.06,NBO,400709,43.0,13.0,1.0,1.0,18.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,400701,60.0,13.0,1.0,2.0,0.0,M ,1.0, 
SB,13.0,0,0.0,MUM,400023,87.0,13.0,10.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,400703,120.0,13.0,1.0,1.0,99.0,F ,1.0,Y
SB,13.0,0,0.0,MUM,400703,120.0,13.0,1.0,1.0,99.0,F ,1.0,Y
OD,6.0,0,0.0,MUM,400703,120.0,13.0,1.0,2.0,2.0,F ,0.0,Y
SB,13.0,1,0.0,MUM,400709,40.0,13.0,1.0,2.0,0.0,F ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,7948.11,NBO,400709,48.0,13.0,1.0,2.0,0.0,F ,2.0,Y
SB,13.0,0,3175.56,NMM,400709,62.0,13.0,10.0,2.0,98.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,49.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,50.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,0,44.0,13.0,1.0,2.0,0.0,M ,1.0, 
SB,13.0,0,1004.37,MUM,400709,60.0,13.0,1.0,2.0,0.0,F ,0.0,Y
SB,13.0,0,4987.09,MUM,400709,67.0,13.0,10.0,2.0,0.0,F ,0.0,Y
SB,13.0,0,2483.85,MUM,410206,57.0,13.0,1.0,2.0,0.0,M ,1.0,Y
CA,13.0,0,0.0,MUM,400709,,,,,,,,
OD,12.0,0,0.0,MUM,0,46.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,46.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,6732.86,MUM,400709,37.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,38264.0,NBO,400701,,,,,,,,
SB,13.0,1,0.0,MUM,0,48.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,48.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,2377.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,46.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,51.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,52.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,0,56.0,13.0,1.0,2.0,0.0,M ,0.0, 
SB,13.0,0,1467.17,MUM,400709,65.0,13.0,10.0,2.0,0.0,M ,1.0,Y
SB,13.0,0,0.0,MUM,400709,32.0,13.0,1.0,1.0,0.0,M ,0.0, 
SB,13.0,1,0.0,MUM,400003,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,56.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,400709,41.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,400069,36.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,400709,120.0,13.0,1.0,1.0,0.0,M ,0.0, 
SB,13.0,0,0.0,MUM,0,50.0,13.0,1.0,2.0,0.0,M ,1.0, 
CA,13.0,0,0.0,MUM,400002,,,,,,,,
SB,13.0,0,161123.71,MUM,400709,52.0,13.0,1.0,1.0,2.0,F ,0.0,Y
SB,13.0,1,0.0,MUM,0,47.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,11198.77,MUM,400709,48.0,13.0,1.0,2.0,0.0,M ,0.0,Y
CA,13.0,0,0.0,MUM,400709,,,,,,,,
SB,13.0,1,0.0,MUM,0,58.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,65610.91,MUM,400709,48.0,13.0,1.0,2.0,0.0,F ,0.0,Y
SB,13.0,1,0.0,MUM,400709,44.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,4540.97,MUM,400001,34.0,13.0,1.0,1.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,400709,48.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,557.41,MUM,400709,40.0,13.0,1.0,2.0,0.0,F ,0.0,Y
SB,13.0,0,0.0,MUM,0,38.0,13.0,1.0,1.0,0.0,M ,0.0, 
SB,13.0,1,0.0,MUM,0,120.0,13.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,0.0,MUM,400013,35.0,13.0,1.0,1.0,0.0,M ,0.0, 
SB,13.0,0,0.0,MUM,0,39.0,13.0,1.0,1.0,0.0,M ,1.0, 
SB,13.0,0,0.0,MUM,400709,51.0,13.0,1.0,2.0,0.0,F ,0.0,Y
CA,13.0,0,0.0,MUM,0,,,,,,,,
SB,13.0,0,34144.94,MUM,400709,,,,,,,,
